address,aka_name,facility_type,inspection_date,inspection_id,inspection_type,latitude,license_,longitude,results,risk,violation_count,average_violations_per_inspection,times_inspected
2315 W LAWRENCE AVE ,PICKLES PLAYROOM,Restaurant,2019-07-16,2303245,Canvass,41.968528303337095,2060250.0,-87.68707835417526,Out of Business,Risk 1 (High),0,,
1303 S MICHIGAN AVE ,SUMI,Restaurant,2019-07-16,2301190,License,41.86564877988013,2670313.0,-87.62396517625166,Pass w/ Conditions,Risk 3 (Low),0,,
1805 N HARLEM AVE ,JET'S PIZZA,Restaurant,2019-07-16,2303211,Canvass Re-Inspection,41.91274014775508,2386062.0,-87.80575059884977,Fail,Risk 1 (High),3,,
1265 N MILWAUKEE AVE ,IRON AGE CHICAGO,Restaurant,2019-07-16,2301208,Complaint,41.90485662426528,2622405.0,-87.66859020422658,Pass w/ Conditions,Risk 1 (High),9,,
2942 N CLARK ST ,AJE CAFE,Restaurant,2019-07-16,2301175,Canvass,41.93591438057569,2109080.0,-87.6475815038274,Pass w/ Conditions,Risk 1 (High),8,,
2940 N BROADWAY ,CRISP,Restaurant,2019-07-16,2301181,Canvass Re-Inspection,41.93610815174804,1868619.0,-87.64441137564677,Pass w/ Conditions,Risk 1 (High),13,,
11601 W TOUHY AVE ,GARRETT POPCORN SHOPS (T3 H2),Grocery Store,2019-07-16,2301195,Canvass Re-Inspection,42.008536400868735,1898075.0,-87.91442843927048,Pass,Risk 2 (Medium),0,,
361 W CHESTNUT ST ,LE CORDON BLEU,CULINARY SCHOOL,2019-07-16,2303619,Canvass,41.89804115637895,12766.0,-87.63792798101713,Out of Business,Risk 1 (High),0,,
2525 W NORTH AVE ,BARBARO,Restaurant,2019-07-16,2303228,License Re-Inspection,41.91017264385976,2583647.0,-87.69067799640871,Pass w/ Conditions,Risk 3 (Low),0,,
11 W ILLINOIS ST ,FLORA FAUNA,Restaurant,2019-07-16,2301178,License,41.8907467911109,2658005.0,-87.62851094403574,Pass w/ Conditions,Risk 1 (High),6,,
6001 W GRAND AVE ,TOMMY'S ON  GRAND,Restaurant,2019-07-16,2301187,Canvass Re-Inspection,41.920463425192736,2432878.0,-87.77570033698544,Pass w/ Conditions,Risk 1 (High),2,,
141 W ERIE ST ,THE LAUREL ROOM/ ROOF TOP,Restaurant,2019-07-16,2303230,License,41.8939002561912,2652744.0,-87.63273168715278,Pass,Risk 1 (High),0,,
3125 W LAWRENCE AVE ,Pupuseria & Restaurant El Cuscatleco,Restaurant,2019-07-16,2303212,Canvass,41.96835657757047,2501352.0,-87.70710947632557,Pass w/ Conditions,Risk 1 (High),12,,
2500 N ELSTON AVE ,FRESH THYME FARMERS MARKET,Grocery Store,2019-07-16,2301159,Canvass Re-Inspection,41.92693095884883,2390678.0,-87.68040790407039,Pass w/ Conditions,Risk 1 (High),9,,
4410 N MILWAUKEE AVE ,FEARLESS COOKING,Restaurant,2019-07-16,2301156,License,41.96088949112328,2609051.0,-87.75487389098811,Fail,Risk 1 (High),14,,
112-114 W GRAND AVE ,ARBELLA,Restaurant,2019-07-16,2301198,License,41.891728177702774,2578438.0,-87.63172581922268,Pass,Risk 1 (High),0,,
222 W RANDOLPH ST ,FRANCOIS FRANKIE,Restaurant,2019-07-16,2303232,License,41.88457525192725,2658249.0,-87.63458188985176,Fail,Risk 3 (Low),0,,
222 W RANDOLPH ST ,FRANCOIS FRANKIE,Restaurant,2019-07-16,2303231,License,41.88457525192725,2647298.0,-87.63458188985176,Fail,Risk 1 (High),2,,
5611 S PULASKI RD ,RAZPACHOS NEVERIA,Restaurant,2019-07-16,2303215,Canvass Re-Inspection,41.79101255732592,2304548.0,-87.72295302425354,Pass,Risk 1 (High),3,,
4739 N DAMEN AVE ,BUDACKI'S DRIVE IN,Restaurant,2019-07-16,2301189,License,41.96807497181902,2678018.0,-87.67901960462584,Not Ready,Risk 1 (High),0,,
11601 W TOUHY AVE ,GARRETT POPCORN SHOPS (T1 B8),O'Hare Kiosk,2019-07-16,2301171,Canvass,42.008536400868735,1898214.0,-87.91442843927048,Fail,Risk 2 (Medium),7,,
1523 N KINGSBURY ST ,BISTEC BAR & GRILL,Restaurant,2019-07-16,2301202,Canvass,41.90885465563301,2617025.0,-87.65225588240314,Pass w/ Conditions,Risk 1 (High),2,,
4115 N RAVENSWOOD AVE ,JULIUS MEINL,Restaurant,2019-07-16,2301170,Canvass Re-Inspection,41.95655364357425,2141409.0,-87.67370925557856,Pass w/ Conditions,Risk 1 (High),5,,
141 W ERIE ST ,THE LAUREL ROOM/ ROOF TOP,Restaurant,2019-07-16,2303229,License,41.8939002561912,2652745.0,-87.63273168715278,Pass,Risk 3 (Low),0,,
3135 N BROADWAY ,ARGO TEA,Restaurant,2019-07-16,2303219,Canvass,41.93865299947871,1739121.0,-87.64420513906636,Out of Business,Risk 1 (High),0,,
222 W RANDOLPH ST ,FRANCOIS FRANKIE,Restaurant,2019-07-16,2303234,License,41.88457525192725,2647299.0,-87.63458188985176,Fail,Risk 3 (Low),0,,
11 W ILLINOIS ST ,FLORA FAUNA,Restaurant,2019-07-16,2301180,License,41.8907467911109,2658006.0,-87.62851094403574,Pass w/ Conditions,Risk 1 (High),0,,
6001 W GRAND AVE ,TOMMY'S ON GRAND,Restaurant,2019-07-16,2301191,License,41.920463425192736,2677925.0,-87.77570033698544,Pass w/ Conditions,Risk 1 (High),2,,
3446-3458 W FULLERTON AVE ,KANGAROO KORNER LEARNING CENTER,Daycare Above and Under 2 Years,2019-07-16,2301172,License Re-Inspection,41.92475175044068,2216017.0,-87.71396498305502,Pass,Risk 1 (High),9,,
2255-2257 W Devon AVE ,Farm Super Market,Grocery Store,2019-07-16,2301194,Canvass,41.997668184036456,2017764.0,-87.68714725060154,Pass w/ Conditions,Risk 2 (Medium),11,,
837 W FULTON MARKET ,THE PUBLICAN,Restaurant,2019-07-16,2303225,Canvass Re-Inspection,41.88666984658428,1821706.0,-87.64890500808553,Pass,Risk 1 (High),1,,
2850 W DEVON AVE ,NINEVEH MART & MEAT,Grocery Store,2019-07-16,2303239,Canvass,41.99763496349434,2359949.0,-87.70168137745421,Pass w/ Conditions,Risk 1 (High),10,,
2615 W LAWRENCE AVE ,PINK PONY,Restaurant,2019-07-16,2303213,Canvass,41.96845589336783,2433019.0,-87.69445044184415,Pass w/ Conditions,Risk 1 (High),5,,
62 E MADISON ST ,RYO SUSHI,Restaurant,2019-07-16,2303244,License,41.8822023722691,2560129.0,-87.6255992937463,Fail,Risk 3 (Low),0,,
1900 W JACKSON BLVD ,CMM FOOD SERVICES INC.,Restaurant,2019-07-16,2301157,Canvass,41.877611658237015,2621282.0,-87.67422786780573,Fail,Risk 1 (High),8,,
2411 S WESTERN AVE ,TAQUERIA TAYAHUA,Restaurant,2019-07-16,2303233,Canvass,41.84804174644332,44026.0,-87.68538029834394,Pass w/ Conditions,Risk 1 (High),6,,
150 E RANDOLPH ST FL 11TH,FEDERALES,Restaurant,2019-07-16,2301155,License,41.884628445139725,2671495.0,-87.62261269904712,Pass w/ Conditions,Risk 2 (Medium),6,,
6326 W GRAND AVE ,LAS DELICIAS BAKERY,Bakery,2019-07-16,2301165,Canvass Re-Inspection,41.922312925901,1304489.0,-87.78398736758409,Pass w/ Conditions,Risk 2 (Medium),3,,
112-114 W GRAND AVE ,ARBELLA,Restaurant,2019-07-16,2301196,License,41.891728177702774,2578439.0,-87.63172581922268,Pass,Risk 1 (High),3,,
2420 W FULLERTON AVE ,COCINA DE GALARZA,Restaurant,2019-07-16,2301205,Complaint Re-Inspection,41.92500341997868,1196442.0,-87.68849231565949,Fail,Risk 1 (High),1,,
345 N CENTRAL AVE ,LAKE JUNCTION FISH & CHICKEN,Restaurant,2019-07-16,2301204,Canvass,41.88708768190208,2551389.0,-87.7649572507278,Out of Business,Risk 2 (Medium),0,,
2525 W NORTH AVE ,BARBARO,Restaurant,2019-07-16,2303226,License Re-Inspection,41.91017264385976,2583646.0,-87.69067799640871,Pass w/ Conditions,Risk 1 (High),10,,
11601 W TOUHY AVE ,BRIOCHE DOREE  (T1-C20),Restaurant,2019-07-16,2303223,Canvass,42.008536400868735,34243.0,-87.91442843927048,Pass,Risk 2 (Medium),2,,
4640 N CUMBERLAND AVE ,MONGOLIAN CUISINE,Restaurant,2019-07-16,2303216,Canvass,41.964211580169895,2637117.0,-87.83683736522617,Fail,Risk 1 (High),5,,
407 E 75TH ST ,HAROLD'S CHICKEN,Restaurant,2019-07-16,2303217,Complaint Re-Inspection,41.75830348788296,1337815.0,-87.61483130357796,Pass w/ Conditions,Risk 2 (Medium),7,,
2470 N LINCOLN AVE ,"BLUE MOUSE HOLDINGS, LLC",Restaurant,2019-07-16,2301176,License,41.92687231925592,2623008.0,-87.650968355266,Pass w/ Conditions,Risk 1 (High),6,,
135 N KEDZIE AVE ,REEF KITCHENS,Mobile Food Preparer,2019-07-16,2301200,License,41.88390509704504,2676963.0,-87.70605925083946,Pass w/ Conditions,Risk 1 (High),1,,
501 N OGDEN AVE ,TWISTED SPOKE,Restaurant,2019-07-16,2303236,Canvass,41.89103918038821,37844.0,-87.65887051919977,Pass,Risk 1 (High),2,,
4821 N ELSTON AVE ,SENOR PAN CAFE,Restaurant,2019-07-16,2301185,License,41.96856245387149,2677644.0,-87.74065931463221,Pass,Risk 1 (High),1,,
6424 S PULASKI RD ,LA FIESTA BAKERY/TAQUERIA,Restaurant,2019-07-16,2303222,Canvass Re-Inspection,41.77607320206961,1488177.0,-87.72284124538349,Pass,Risk 1 (High),5,,
5351-5353 N BROADWAY AVE ,TALARD THAI MARKET,Grocery Store,2019-07-16,2301160,License,41.97965510467985,2671889.0,-87.65981181140619,Fail,Risk 3 (Low),4,,
2362-2364 N NEVA AVE ,BISTRO GRAND,Restaurant,2019-07-16,2303754,Canvass,41.92287515233396,1843726.0,-87.80453333010418,No Entry,Risk 1 (High),0,,
4630 N CUMBERLAND AVE ,CUCINA 3 INC,Restaurant,2019-07-16,2303240,Canvass,41.963944039487664,2642344.0,-87.83683828629411,No Entry,Risk 1 (High),0,,
1957 W CHICAGO AVE ,ATOMIX CAFE,Restaurant,2019-07-16,2301162,Canvass,41.89580465938109,2088498.0,-87.67690902890348,Pass w/ Conditions,Risk 1 (High),9,,
7171-7173 W GRAND AVE ,MISKA'S LIQUORS/EVA'S SPORTS BAR,GROCERY/TAVERN,2019-07-16,2303220,Complaint Re-Inspection,41.923755883896405,2063.0,-87.8053568587367,Pass w/ Conditions,Risk 3 (Low),1,,
345 N CENTRAL AVE ,SNAP FOOD,Restaurant,2019-07-16,2301210,Canvass,41.88708768190208,2551389.0,-87.7649572507278,Pass w/ Conditions,Risk 1 (High),8,,
7555 N CALIFORNIA AVE ,BOND COFFEE COLLECTIVE,Restaurant,2019-07-16,2301154,License Re-Inspection,42.01915488171661,2647808.0,-87.6994454691832,Pass,Risk 2 (Medium),0,,
2610-2612 W PETERSON AVE ,PICCOLO,Restaurant,2019-07-15,2301067,Canvass,41.99057771185899,1351624.0,-87.69505159486954,Pass w/ Conditions,Risk 1 (High),10,,
4526 N MILWAUKEE AVE ,UNITED SERBS SPORT CLUB INC,Restaurant,2019-07-15,2301096,Canvass,41.96304074021536,34777.0,-87.75673994572672,Pass w/ Conditions,Risk 1 (High),9,,
1540 W NORTH AVE. FL. 1 BLDG ,THE LOTUS BLACK,Restaurant,2019-07-15,2301108,License,41.910751865596865,2665376.0,-87.66689090396886,Fail,Risk 1 (High),13,,
2636 W CHICAGO AVE ,RUTH AND PHILS GOURMET ICE CREAM,Restaurant,2019-07-15,2301076,Canvass,41.895787766551535,2385539.0,-87.69327448621397,Pass w/ Conditions,Risk 1 (High),8,,
2311 W NORTH AVE ,HANDLEBAR CHICAGO,Restaurant,2019-07-15,2301148,Canvass,41.91024030654857,59789.0,-87.68526009627907,Pass w/ Conditions,Risk 1 (High),15,,
2939 W GRAND AVE ,TRUE JUICE,Catering,2019-07-15,2303424,Canvass,41.8958592099435,2631965.0,-87.70079612049645,No Entry,Risk 1 (High),0,,
2112 W LAWRENCE AVE ,JCYS IRIS & STEVEN PODOLSKY FAMILY CENTER,Children's Services Facility,2019-07-15,2301120,License,41.968821253748864,2671297.0,-87.68220088853327,Not Ready,Risk 1 (High),0,,
6706 W BELMONT AVE ,ARANDA MEXICAN RESTAURANT,Restaurant,2019-07-15,2301141,Canvass,41.938304136758276,2570001.0,-87.79357100323703,Fail,Risk 1 (High),6,,
5922-5924 S PULASKI RD ,TAQUERIA LA HACIENDITA,Restaurant,2019-07-15,2301133,Canvass Re-Inspection,41.785289819046255,2298254.0,-87.72308992153914,Pass w/ Conditions,Risk 1 (High),6,,
3472 N CLARK ST ,LUCKY'S SANDWICH COMPANY,Restaurant,2019-07-15,2301112,Canvass,41.945324858964774,1479950.0,-87.65517564332217,Fail,Risk 1 (High),9,,
4337 N LINCOLN AVE ,THE NORTHMAN,Restaurant,2019-07-15,2301065,License,41.96057323674521,2665396.0,-87.6830963733796,Pass,Risk 1 (High),0,,
5530 W HOMER ST ,AMC THEATRES GALEWOOD 14,Restaurant,2019-07-15,2301135,Canvass,41.91515826039369,2363260.0,-87.7644691324168,Fail,Risk 2 (Medium),4,,
1741-1749 W 79th ST ,I HAVE A DREAM LEARNING DAYCARE CENTER II,Daycare Above and Under 2 Years,2019-07-15,2301099,Canvass,41.75019365776985,2428021.0,-87.66747205909306,Out of Business,Risk 1 (High),0,,
5611 W MADISON ST ,UNCLE  REMUS,Restaurant,2019-07-15,2301118,License,41.88012912838634,2678204.0,-87.7653505615471,Pass,Risk 1 (High),4,,
5611 W MADISON ST ,"UNCLE REMUS RESTAURANT, INC",Restaurant,2019-07-15,2301114,Canvass,41.88012912838634,1225256.0,-87.7653505615471,Out of Business,Risk 1 (High),0,,
5333 N SHERIDAN RD ,THE BREAKERS AT EDGEWATER,Restaurant,2019-07-15,2301086,Canvass,41.97913503775461,15125.0,-87.65490970816697,Fail,Risk 1 (High),13,,
4650 W NORTH AVE ,WAL-MART,Grocery Store,2019-07-15,2301059,Canvass Re-Inspection,41.90976452703277,1696430.0,-87.74337629570627,Pass,Risk 1 (High),1,,
5858 W ROOSEVELT RD ,CHILDREN INTERNATIONAL ACADEMY,Daycare Above and Under 2 Years,2019-07-15,2301085,License,41.86560562672248,2215957.0,-87.77161387921646,Pass,Risk 1 (High),1,,
501 W SURF ST ,Britton Budd Apartments,Golden Diner,2019-07-15,2301083,Canvass,41.934195165791614,1981781.0,-87.64140393808745,Pass,Risk 1 (High),0,,
1133 W TAYLOR ST ,JIMMY JOHN'S,Restaurant,2019-07-15,2301091,Canvass Re-Inspection,41.869326792512716,2411780.0,-87.65549441138509,Pass,Risk 1 (High),2,,
9800 S AVENUE L ,SUPER LEON,Grocery Store,2019-07-15,2301062,Canvass Re-Inspection,41.7176287308732,83462.0,-87.53663822715004,Pass w/ Conditions,Risk 1 (High),13,,
4508-4510 N KEDZIE AVE ,FEYROUS PASTRIES,Grocery Store,2019-07-15,2301101,Canvass,41.963319159493096,1905245.0,-87.70845992757067,Out of Business,Risk 1 (High),0,,
3800 W LAWRENCE AVE ,GALAPAGOS CAFE,Restaurant,2019-07-15,2301121,Canvass,41.96840335710088,2042872.0,-87.72320711289201,Fail,Risk 1 (High),12,,
4323 W CERMAK RD ,MINI ME BUNCH,Children's Services Facility,2019-07-15,2301087,Canvass Re-Inspection,41.851310172196044,2216081.0,-87.7330674773641,Pass w/ Conditions,Risk 1 (High),5,,
2355 W ADDISON ST ,Popeye's,Restaurant,2019-07-15,2301103,Canvass,41.946623228221306,2555774.0,-87.68802683245613,Fail,Risk 1 (High),8,,
138 S HALSTED ST ,SANTORINI,Restaurant,2019-07-15,2301147,Canvass,41.879277913880216,42683.0,-87.64742929608973,Fail,Risk 1 (High),21,,
1640 S BLUE ISLAND AVE ,TWISTED BULL,Restaurant,2019-07-15,2301129,Canvass,41.858709158137394,1998619.0,-87.66060400765042,Pass w/ Conditions,Risk 1 (High),5,,
6009 N BROADWAY ,WHOLE FOODS MARKET,Grocery Store,2019-07-15,2301097,Canvass Re-Inspection,41.9911817534467,2348754.0,-87.66015508322359,Pass w/ Conditions,Risk 1 (High),1,,
315 S HALSTED ST ,9 MUSES BAR & GRILL,Restaurant,2019-07-15,2301105,Complaint,41.877346048439314,39117.0,-87.64707598114904,Pass w/ Conditions,Risk 1 (High),4,,
3553-3559 E 100TH ST ,PICOSITO GRILL,Restaurant,2019-07-15,2301146,License Re-Inspection,41.71376658741816,2657752.0,-87.53679585758064,Pass w/ Conditions,Risk 1 (High),3,,
752 W 78TH ST ,CUTIE PIE'S KITCHEN,Restaurant,2019-07-15,2015576,Canvass,41.75256556288032,2437716.0,-87.64377758039585,No Entry,Risk 1 (High),0,,
2812 W FOSTER AVE ,ANDY'S COFFEE SHOP,Restaurant,2019-07-15,2301150,Canvass,41.97592367898839,2483096.0,-87.699499441816,No Entry,Risk 2 (Medium),0,,
2875 W CERMAK RD ,APOLLO'S 2000,Restaurant,2019-07-15,2301138,Canvass,41.85174848380867,12125.0,-87.69858330280417,No Entry,Risk 1 (High),0,,
2335 W FOSTER AVE ,CODDLED CARE,Children's Services Facility,2019-07-15,2301124,License,41.975795428896056,2483187.0,-87.68816529480688,Pass w/ Conditions,Risk 1 (High),3,,
2032-2036 W Devon AVE ,GHAREEB NAWAZ RESTAURANT,Restaurant,2019-07-15,2301122,Complaint Re-Inspection,41.99798375025185,2423912.0,-87.68142044788961,Pass,Risk 1 (High),0,,
2700 W CHICAGO AVE ,HERITAGE,Restaurant,2019-07-15,2301095,Canvass,41.895777620535476,2263375.0,-87.69430043757517,No Entry,Risk 1 (High),0,,
2922-2924 W IRVING PARK RD ,PITCHFORK FOOD & SALOON,Restaurant,2019-07-15,2301100,Complaint,41.95406687550136,1271831.0,-87.70175255165985,No Entry,Risk 1 (High),0,,
2939 W GRAND AVE ,TRUE JUICE,Catering,2019-07-15,2301098,Canvass,41.8958592099435,2631965.0,-87.70079612049645,No Entry,Risk 1 (High),0,,
4337 N LINCOLN AVE ,THE NORTHMAN,Restaurant,2019-07-15,2301075,Canvass,41.96057323674521,45189.0,-87.6830963733796,Out of Business,Risk 1 (High),0,,
4337 N LINCOLN AVE ,THE NORTHMAN,Restaurant,2019-07-15,2301063,License,41.96057323674521,2665395.0,-87.6830963733796,Pass,Risk 1 (High),0,,
1855 W 95TH ST ,NICO'S PLAYHOUSE,Daycare Above and Under 2 Years,2019-07-15,2301061,License,41.72100921563706,2215611.0,-87.66955850271017,Pass w/ Conditions,Risk 1 (High),9,,
4343 N CLARENDON AVE ,SEEDS OF JOY DAYCARE AND FITNESS CENTER,Daycare Above and Under 2 Years,2019-07-15,2301134,License,41.96166713685557,2299098.0,-87.64976056950601,Fail,Risk 1 (High),7,,
5900 W ROOSEVELT RD ,LA MICHOACANA Y EL SURTIDAZO BOTANERO,Restaurant,2019-07-15,2301102,Canvass,41.86560372380698,2506141.0,-87.77173659342877,Out of Business,Risk 1 (High),0,,
1953 W CHICAGO AVE ,TRATTORIA ULTIMO,Restaurant,2019-07-15,2301144,Canvass,41.89580774819584,2069755.0,-87.67675213462381,Pass w/ Conditions,Risk 1 (High),7,,
2550 W ADDISON ST ,#1 CHOP SUEY,Restaurant,2019-07-15,2301140,Canvass,41.946827218144215,2137377.0,-87.69268373740721,Pass w/ Conditions,Risk 1 (High),11,,
3626 N TALMAN AVE ,PUB 97,Restaurant,2019-07-15,2301136,Canvass,41.947499101313255,2423474.0,-87.69503406746414,No Entry,Risk 1 (High),0,,
7171-7173 W GRAND AVE ,MISKA'S LIQUORS/EVA'S SPORTS BAR,GROCERY/TAVERN,2019-07-15,2301088,Complaint Re-Inspection,41.923755883896405,2063.0,-87.8053568587367,Fail,Risk 3 (Low),3,,
2455 S KEDZIE AVE ,MANOLO'S TAMALES #3,Restaurant,2019-07-15,2301117,Canvass,41.846538888991475,2307811.0,-87.70495285575998,Fail,Risk 1 (High),8,,
2700 W FRANCIS PL ,IGUALA GROCERY,Grocery Store,2019-07-15,2301074,Complaint Re-Inspection,41.91937007966475,2398351.0,-87.69442110112871,Pass w/ Conditions,Risk 2 (Medium),14,,
8745 W HIGGINS RD ,INCIDENTALS CONVENIENT STORE,Grocery Store,2019-07-15,2301081,Canvass,41.98748168754664,1473589.0,-87.84485850345519,Pass w/ Conditions,Risk 2 (Medium),5,,
5712 N CLARK ST ,LA BAGUETTE NORTH,Bakery,2019-07-15,2301066,Canvass,41.98582638690386,1649172.0,-87.66944490647181,Pass w/ Conditions,Risk 2 (Medium),5,,
1168 W MADISON ST ,GROUNDSWELL COFFEE ROASTERS,Restaurant,2019-07-15,2301069,Canvass,41.88172877191658,2469903.0,-87.65698670886503,Fail,Risk 1 (High),5,,
6141 N BROADWAY ,MILO'S PITA,Restaurant,2019-07-15,2301131,Canvass,41.993475853824776,2398224.0,-87.6602273050697,Fail,Risk 1 (High),7,,
358 E 79TH ST ,SWEET N THINGS,Grocery Store,2019-07-15,2301110,License Re-Inspection,41.75121157482484,2671520.0,-87.61583018670412,Pass w/ Conditions,Risk 3 (Low),5,,
2307 W DEVON AVE ,ITALIAN EXPRESS,Restaurant,2019-07-15,2301149,Canvass,41.997656901877434,2293205.0,-87.68775624151787,Fail,Risk 1 (High),9,,
1071 W DIVISION ST ,BOELTER,Catering,2019-07-15,2301068,Canvass,41.90342216922847,2536038.0,-87.65537671140846,Pass w/ Conditions,Risk 1 (High),3,,
4508-4510 N KEDZIE AVE ,FEYROUS PASTRIES,Grocery Store,2019-07-15,2301089,License,41.963319159493096,2676951.0,-87.70845992757067,Fail,Risk 1 (High),11,,
50 N WESTERN AVE ,POPEYES FAMOUS FRIED CHICKEN,Restaurant,2019-07-15,2301145,Complaint,41.88263293865735,14897.0,-87.686621829305,Pass w/ Conditions,Risk 1 (High),8,,
5554 W FULLERTON AVE ,SBARRO,Restaurant,2019-07-15,2301119,Canvass Re-Inspection,41.924093270217625,2583325.0,-87.7657741182192,Pass,Risk 1 (High),0,,
4337 N LINCOLN AVE ,THE NORTHMAN,Restaurant,2019-07-15,2301057,Canvass Re-Inspection,41.96057323674521,45189.0,-87.6830963733796,Pass,Risk 1 (High),0,,
102 W DIVISION ST ,JEWEL FOOD STORE #3234,Grocery Store,2019-07-15,2301111,Complaint,41.90400774905801,2516920.0,-87.63161084494463,Pass w/ Conditions,Risk 1 (High),2,,
8605-8607 S COTTAGE GROVE AVE ,THE BABY ACADEMY,Children's Services Facility,2019-07-15,2301054,Canvass Re-Inspection,41.738261523797966,2215632.0,-87.6047230763477,Pass w/ Conditions,Risk 1 (High),1,,
1938 E 95TH ST ,R.J. SANDWICH FISH & CHICKEN,Restaurant,2019-07-15,2301084,Complaint Re-Inspection,41.72256672511713,2121306.0,-87.57626039723769,Pass w/ Conditions,Risk 2 (Medium),7,,
5925 S PULASKI RD ,ZACATACOS,Restaurant,2019-07-15,2301109,Canvass Re-Inspection,41.78507649032044,50551.0,-87.72279064865629,Fail,Risk 1 (High),11,,
5632 W North AVE ,EL GRAN BURRITO,Restaurant,2019-07-15,2301116,Canvass Re-Inspection,41.90947459952889,40974.0,-87.76676192189316,Pass,Risk 1 (High),0,,
164 W DIVISION ST ,QUIZNO'S SUB,Restaurant,2019-07-15,2301137,Canvass,41.90397012663485,1352997.0,-87.63399177667365,Pass w/ Conditions,Risk 1 (High),2,,
5608 W MADISON ST ,J & J FISH,Restaurant,2019-07-15,2301151,Canvass,41.88034981402218,1300963.0,-87.76527467412636,Pass w/ Conditions,Risk 1 (High),12,,
4552 N KEDZIE AVE ,SUBWAY,Restaurant,2019-07-15,2301056,Canvass Re-Inspection,41.96455558336905,1478885.0,-87.70849759021364,Pass w/ Conditions,Risk 1 (High),2,,
744 N DAMEN AVE ,HUMMUS GRILL,Restaurant,2019-07-15,2301113,Canvass,41.895428996603314,2653276.0,-87.67718528705265,Pass w/ Conditions,Risk 1 (High),8,,
306-308 S HALSTED ST ,"ARTOPOLIS BAKERY, CAFE & ANGOR",Restaurant,2019-07-15,2301078,Canvass,41.87772113783411,78836.0,-87.64738599355732,Fail,Risk 1 (High),13,,
2333 W NORTH AVE ,BON BON SANDWICHES,Restaurant,2019-07-15,2301123,Canvass Re-Inspection,41.910227843255896,1963679.0,-87.68605644458866,Fail,Risk 1 (High),11,,
3235 N CENTRAL AVE ,CHILDREN'S HOLISTIC INTEGRATED LEARNING AND DEVELO,Children's Services Facility,2019-07-15,2301079,License,41.9396542640577,2216026.0,-87.76639051535662,Pass,Risk 1 (High),1,,
4343 W 47TH ST ,LA CEBOLLITA RESTAURANT,Restaurant,2019-07-15,2301055,Canvass,41.80764585138776,1145606.0,-87.73272527973799,Pass w/ Conditions,Risk 1 (High),7,,
5955 S PULASKI RD ,CHISME EXPRESS INC.,Restaurant,2019-07-15,2301093,Canvass Re-Inspection,41.784288983210146,1334960.0,-87.72277078477819,Pass w/ Conditions,Risk 1 (High),9,8.0,1.0
211-215 W 79TH ST ,RAEKWON'S SCHOLASTIC DAYCARE ACADEMY LLC,Children's Services Facility,2019-07-15,2301094,Canvass,41.75074707800666,2220015.0,-87.62995398947166,Pass w/ Conditions,Risk 1 (High),4,,
1131 W MADISON ST ,BUTTERFLY SUSHI BAR,Restaurant,2019-07-15,2301139,Canvass,41.88153575239758,2074427.0,-87.65558048597315,Pass w/ Conditions,Risk 1 (High),4,,
2731 W FULLERTON AVE ,NANDU RESTAURANT LTD,Restaurant,2019-07-15,2301058,Canvass Re-Inspection,41.92470861943075,21547.0,-87.69624964010227,Pass w/ Conditions,Risk 1 (High),11,,
5926 S PULASKI RD ,FOUR STAR WINGS,Restaurant,2019-07-15,2301126,Canvass,41.78518088919182,2609644.0,-87.72308691684016,No Entry,Risk 1 (High),0,,
4337 N LINCOLN AVE ,THE NORTHMAN,Restaurant,2019-07-15,2301060,License,41.96057323674521,2665394.0,-87.6830963733796,Pass,Risk 1 (High),0,,
909 W IRVING PARK RD ,CORONAS CAFE,Restaurant,2019-07-15,2301082,Canvass Re-Inspection,41.954406290026775,2475823.0,-87.65254275177027,Fail,Risk 1 (High),5,,
